A;MS;ACCIM;ACCIT;INCIP;ENFERO;TNS
2023;OCTUBRE;6;2,202;23;19;2250
2023;OCTUBRE;0;22;0;9;31
2023;OCTUBRE;1;44;4;0;49
2023;OCTUBRE;0;37;0;0;37
2023;OCTUBRE;1;28;2;0;31
2023;OCTUBRE;0;9;0;0;9
2023;OCTUBRE;0;16;3;0;19
2023;OCTUBRE;0;3;0;0;3
2023;OCTUBRE;0;14;0;0;14
2023;NOVIEMBRE;1;94;6;0;101
2023;NOVIEMBRE;0;5;1;0;6
2023;NOVIEMBRE;8;225;0;0;233
2023;NOVIEMBRE;1;9;1;0;11
2023;NOVIEMBRE;1;259;3;0;263
2023;NOVIEMBRE;0;37;4;0;41
2023;NOVIEMBRE;0;8;0;0;8
2023;NOVIEMBRE;0;2;3;0;5
2023;NOVIEMBRE;0;17;1;0;18
2023;NOVIEMBRE;1;50;1;0;52
2023;NOVIEMBRE;0;19;3;0;22
2023;NOVIEMBRE;1;47;0;1;49
2023;NOVIEMBRE;25;2,376;19;6;2426
2023;NOVIEMBRE;1;39;0;0;40
2023;NOVIEMBRE;0;22;2;3;27
2023;NOVIEMBRE;0;21;0;0;21
2023;NOVIEMBRE;0;21;2;0;23
2023;NOVIEMBRE;0;6;1;0;7
2023;NOVIEMBRE;0;0;1;0;1
2023;NOVIEMBRE;2;24;2;0;28
2023;NOVIEMBRE;0;2;0;0;2
2023;NOVIEMBRE;0;5;0;0;5
2023;DICIEMBRE;0;1;0;0;1
2023;DICIEMBRE;3;72;2;0;77
2023;DICIEMBRE;0;15;0;0;15
2023;DICIEMBRE;15;178;2;0;195
2023;DICIEMBRE;1;2;0;0;3
2023;DICIEMBRE;0;12;0;0;12
2023;DICIEMBRE;1;163;5;0;169
2023;DICIEMBRE;1;12;1;0;14
2023;DICIEMBRE;1;3;0;0;4
2023;DICIEMBRE;1;37;2;0;40
2023;DICIEMBRE;2;21;0;0;23
2023;DICIEMBRE;8;19;5;0;32
2023;DICIEMBRE;0;117;0;0;117
2023;DICIEMBRE;25;1844;11;16;1896
2023;DICIEMBRE;1;23;0;0;24
2023;DICIEMBRE;0;53;0;2;55
2023;DICIEMBRE;0;35;1;0;36
2023;DICIEMBRE;0;2;1;0;3
2023;DICIEMBRE;1;7;1;0;9
2023;DICIEMBRE;0;5;1;0;6
2023;DICIEMBRE;0;2;0;0;2
2023;DICIEMBRE;0;11;0;0;11
